,session_key,location,session_name,year,air_temperature,humidity,pressure,rainfall,track_temperature,wind_direction,wind_speed
0,9558,Silverstone,Race,2024,60.387346938775515,67.33333333333333,992.1265306122449,1,81.8061224489796,221.22448979591837,3.0161455782312925
1,9149,Zandvoort,Race,2023,62.22535885167464,70.77511961722487,1007.8244019138756,1,76.89406698564594,173.23923444976077,6.311765071770336
2,9531,Montréal,Race,2024,62.810545454545455,75.7030303030303,996.3327272727272,1,73.6650909090909,165.38787878787878,2.687111515151515
3,7787,Melbourne,Race,2023,63.40918918918919,54.15765765765766,1018.3666666666667,0,86.25135135135135,138.07207207207207,2.5211594594594597
4,9141,Spa-Francorchamps,Race,2023,64.17200000000001,61.92666666666667,966.6273333333334,1,82.83319999999999,130.04666666666665,3.567269333333334
5,9189,Las Vegas,Race,2023,64.49000000000001,47.361111111111114,939.7814814814815,0,64.39,220.33333333333334,5.147171296296296
6,9472,Sakhir,Race,2024,64.80929936305732,48.82165605095541,1017.1859872611466,0,74.57515923566879,89.79617834394904,1.7582535031847133
7,9110,Montréal,Race,2023,65.35444444444444,63.901234567901234,1011.5524691358024,0,87.06777777777778,314.1296296296296,4.3441987654320995
8,9644,Las Vegas,Race,2024,65.4504347826087,51.033816425120776,961.3260869565217,0,68.08434782608695,204.43478260869566,6.770437198067634
9,9673,Shanghai,Race,2024,65.55090909090909,66.06060606060606,1011.4521212121213,0,85.6269090909091,147.55151515151516,3.75816
